"work_year","job_title","job_category","salary_currency","salary","salary_in_usd","employee_residence","experience_level","employment_type","work_setting","company_location","company_size"
"2022","Applied Data Scientist","Data Science and Research","USD","40000","40000","Australia","Entry-level","Full-time","Remote","Pakistan","M"
"2022","AI Programmer","Machine Learning and AI","USD","40000","40000","Pakistan","Entry-level","Full-time","Remote","Australia","M"
"2022","Data Engineer","Data Engineering","USD","250000","250000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","63000","63000","United States","Senior","Full-time","Remote","United States","M"
"2022","Machine Learning Engineer","Machine Learning and AI","USD","210000","210000","United States","Senior","Full-time","Remote","United States","M"
"2022","Machine Learning Engineer","Machine Learning and AI","USD","160000","160000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","272550","272550","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","198200","198200","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","EUR","90000","94560","France","Mid-level","Full-time","Remote","France","M"
"2022","Data Scientist","Data Science and Research","EUR","50000","52533","France","Mid-level","Full-time","Remote","France","M"
"2022","Data Scientist","Data Science and Research","USD","220000","220000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","146000","146000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","150000","150000","United States","Mid-level","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","100000","100000","United States","Mid-level","Full-time","In-person","United States","M"
"2022","Machine Learning Software Engineer","Machine Learning and AI","USD","248400","248400","Canada","Senior","Full-time","Remote","Canada","M"
"2022","Machine Learning Software Engineer","Machine Learning and AI","USD","183600","183600","Canada","Senior","Full-time","Remote","Canada","M"
"2022","Data Engineer","Data Engineering","USD","150000","150000","United States","Mid-level","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","150000","150000","United States","Mid-level","Full-time","Remote","United States","M"
"2022","Machine Learning Developer","Machine Learning and AI","USD","40000","40000","Pakistan","Entry-level","Full-time","Remote","Australia","M"
"2022","Data Engineer","Data Engineering","USD","120000","120000","United States","Mid-level","Full-time","In-person","United States","M"
